,indice,NAME OF ISSUER,TITLE OF CLASS,CUSIP,(x$1000),PRN AMT,PRN,date_reported,cik_company
2553,527282536T107202111,SHOTSPOTTER INC,COM,82536T107,169,4639,SH,202111,5272
2554,5272825690100202111,SHUTTERSTOCK INC,COM,825690100,1665,14690,SH,202111,5272
2555,5272825698103202111,SHYFT GROUP INC/THE,COM,825698103,720,18948,SH,202111,5272
2556,5272825704109202111,SI BONE INC,COM,825704109,382,17820,SH,202111,5272
2557,527282621J105202111,SIENTRA INC,COM,82621J105,180,31449,SH,202111,5272
2558,527282620P102202111,SIERRA BANCORP,COM,82620P102,187,7686,SH,202111,5272
2559,5272826917106202111,SIGA TECHNOLOGIES INC,COM,826917106,198,26749,SH,202111,5272
2560,527282657M105202111,SIGHT SCIENCES INC,COM,82657M105,138,6099,SH,202111,5272
2561,527282657L107202111,SIGILON THERAPEUTICS INC,COM,82657L107,47,8321,SH,202111,5272
2562,527282669G104202111,SIGNATURE BANK,COM,82669G104,28431,104417,SH,202111,5272
2563,5272G81276100202111,SIGNET JEWELERS LTD,COM,G81276100,2588,32771,SH,202111,5272
2564,527282671G100202111,SIGNIFY HEALTH INC CLASS A,CL A,82671G100,13,702,SH,202111,5272
2565,5272827048109202111,SILGAN HOLDINGS INC,COM,827048109,5543,144510,SH,202111,5272
2566,5272826919102202111,SILICON LABORATORIES INC,COM,826919102,13148,93807,SH,202111,5272
2567,527282710M100202111,SILK ROAD MEDICAL INC,COM,82710M100,1022,18566,SH,202111,5272
2568,527282835W108202111,SILVERBACK THERAPEUTICS INC,COM,82835W108,112,11224,SH,202111,5272
2569,527282837P408202111,SILVERGATE CAPITAL CORP CL A,CL A,82837P408,1547,13392,SH,202111,5272
2570,5272828730200202111,SIMMONS FIRST NATL CORP CL A,CL A,828730200,1995,67486,SH,202111,5272
2571,5272828806109202111,SIMON PROPERTY GROUP INC,COM,828806109,13064,100515,SH,202111,5272
2572,527282900L102202111,SIMPLY GOOD FOODS CO/THE,COM,82900L102,1841,53368,SH,202111,5272
2573,5272829073105202111,SIMPSON MANUFACTURING CO INC,COM,829073105,10502,98179,SH,202111,5272
2574,5272829214105202111,SIMULATIONS PLUS INC,COM,829214105,381,9633,SH,202111,5272
2575,5272829226109202111,SINCLAIR BROADCAST GROUP A,COM,829226109,796,25142,SH,202111,5272
2576,527282933R100202111,SINGULAR GENOMICS SYSTEMS IN,COM,82933R100,73,6479,SH,202111,5272
2577,527282968B103202111,SIRIUS XM HOLDINGS INC,COM,82968B103,1609,263760,SH,202111,5272
2578,5272G8192H106202111,SIRIUSPOINT LTD,COM,G8192H106,514,55486,SH,202111,5272
2579,527282981J109202111,SITE CENTERS CORP,COM,82981J109,1687,109253,SH,202111,5272
2580,527282982L103202111,SITEONE LANDSCAPE SUPPLY INC,COM,82982L103,137,686,SH,202111,5272
2581,527282982T106202111,SITIME CORP,COM,82982T106,1455,7127,SH,202111,5272
2582,527283001A102202111,SIX FLAGS ENTERTAINMENT CORP,COM,83001A102,5667,133352,SH,202111,5272
2583,5272784305104202111,SJW GROUP,COM,784305104,1001,15149,SH,202111,5272
2584,5272830566105202111,SKECHERS USA INC CL A,CL A,830566105,9789,232409,SH,202111,5272
2585,527283067L109202111,SKILLZ INC,COM,83067L109,57,5782,SH,202111,5272
2586,5272830830105202111,SKYLINE CHAMPION CORP,COM,830830105,1727,28759,SH,202111,5272
2587,527283089J108202111,SKYWATER TECHNOLOGY INC,COM,83089J108,120,4421,SH,202111,5272
2588,5272830879102202111,SKYWEST INC,COM,830879102,1545,31306,SH,202111,5272
2589,527283088M102202111,SKYWORKS SOLUTIONS INC,COM,83088M102,10026,60846,SH,202111,5272
2590,527278440X804202111,SL GREEN REALTY CORP,COM,78440X804,8193,115660,SH,202111,5272
2591,527283125X103202111,SLEEP NUMBER CORP,COM,83125X103,1360,14544,SH,202111,5272
2592,527278442P106202111,SLM CORP,COM,78442P106,9269,526659,SH,202111,5272
2593,527278454L100202111,SM ENERGY CO,COM,78454L100,1989,75406,SH,202111,5272
2594,5272G8232Y101202111,SMART GLOBAL HLDGS I,SHS,G8232Y101,380,8531,SH,202111,5272
2595,5272G8232Y101202111,SMART GLOBAL HOLDINGS INC,COM,G8232Y101,509,11441,SH,202111,5272
2596,527283190L208202111,SMARTFINANCIAL INC,COM,83190L208,196,7577,SH,202111,5272
2597,527283200N103202111,SMARTSHEET INC CLASS A,COM,83200N103,162,2359,SH,202111,5272
2598,5272831865209202111,SMITH (A.O.) CORP,COM,831865209,2429,39766,SH,202111,5272
2599,5272831754106202111,SMITH and WESSON BRANDS INC,COM,831754106,545,26238,SH,202111,5272
2600,5272832154207202111,SMITH MICRO SOFTWARE INC,COM,832154207,122,25213,SH,202111,5272
2601,5272833034101202111,SNAP ON INC,COM,833034101,3366,16109,SH,202111,5272
2602,527283303Y105202111,SNAP ONE HOLDINGS CORP,COM,83303Y105,121,7268,SH,202111,5272
2603,527278472F101202111,SOC TELEMED INC,CL A,78472F101,75,33242,SH,202111,5272
2604,527283417M104202111,SOLAREDGE TECHNOLOGIES INC,COM,83417M104,23721,89439,SH,202111,5272
2605,527283418M103202111,SOLARIS OILFIELD INFRAST A,COM,83418M103,143,17119,SH,202111,5272
2606,527283417Q204202111,SOLARWINDS CORP,COM,83417Q204,7,389,SH,202111,5272
2607,527283422E105202111,SOLID BIOSCIENCES INC,COM,83422E105,78,32635,SH,202111,5272
2608,5272834251100202111,SOLITON INC,COM,834251100,130,6382,SH,202111,5272
2609,527283545G102202111,SONIC AUTOMOTIVE INC CLASS A,COM,83545G102,718,13672,SH,202111,5272
2610,5272835495102202111,SONOCO PRODUCTS CO,COM,835495102,10089,169334,SH,202111,5272
2611,527283570H108202111,SONOS INC,COM,83570H108,2130,65824,SH,202111,5272
2612,527283587F202202111,SORRENTO THERAPEUTICS INC,COM,83587F202,1160,152061,SH,202111,5272
2613,527283601L102202111,SOTERA HEALTH CO,COM,83601L102,51,1952,SH,202111,5272
2614,5272838518108202111,SOUTH JERSEY INDUSTRIES,COM,838518108,1391,65419,SH,202111,5272
2615,527283946P107202111,SOUTH PLAINS FINANCIAL INC,COM,83946P107,142,5815,SH,202111,5272
2616,5272842587107202111,SOUTHERN CO/THE,COM,842587107,18864,304398,SH,202111,5272
2617,527284265V105202111,SOUTHERN COPPER CORP,COM,84265V105,69,1232,SH,202111,5272
2618,5272842873101202111,SOUTHERN FIRST BANCSHARES,COM,842873101,218,4075,SH,202111,5272
2619,5272843380106202111,SOUTHERN MISSOURI BANCORP,COM,843380106,190,4231,SH,202111,5272
2620,527284470P109202111,SOUTHSIDE BANCSHARES INC,COM,84470P109,753,19678,SH,202111,5272
2621,5272840441109202111,SOUTHSTATE CORP,COM,840441109,2855,38238,SH,202111,5272
2622,5272844741108202111,SOUTHWEST AIRLINES CO,COM,844741108,13000,252763,SH,202111,5272
2623,5272844895102202111,SOUTHWEST GAS HOLDINGS INC,COM,844895102,8927,133484,SH,202111,5272
2624,5272845467109202111,SOUTHWESTERN ENERGY CO,COM,845467109,2356,425309,SH,202111,5272
2625,527278469C103202111,SP PLUS CORP,COM,78469C103,388,12664,SH,202111,5272
2626,5272847215100202111,SPARTANNASH CO,COM,847215100,493,22504,SH,202111,5272
2627,527278464A409202111,SPDR PORTFOLIO SandP 500 GROWTH,PRTFLO S&P500 GW,78464A409,22111,345374,SH,202111,5272
2628,527278467Y107202111,SPDR SandP MIDCAP 400 ETF TRUST,UTSER1 S&PDCRP,78467Y107,15148,31500,SH,202111,5272
2629,527284790A105202111,SPECTRUM BRANDS HOLDINGS INC,COM,84790A105,45,466,SH,202111,5272
2630,527284763A108202111,SPECTRUM PHARMACEUTICALS INC,COM,84763A108,223,102407,SH,202111,5272
2631,527284833T103202111,SPERO THERAPEUTICS INC,COM,84833T103,244,13245,SH,202111,5272
2632,527284857L101202111,SPIRE INC,COM,84857L101,7109,116193,SH,202111,5272
2633,5272848574109202111,SPIRIT AEROSYSTEMS HOLD CL A,CL A,848574109,63,1426,SH,202111,5272
2634,5272848577102202111,SPIRIT AIRLINES INC,COM,848577102,1396,53827,SH,202111,5272
2635,527284861D103202111,SPIRIT OF TEXAS BANCSHARES I,COM,84861D103,170,7012,SH,202111,5272
2636,527284860W300202111,SPIRIT REALTY CAPITAL INC,COM,84860W300,9444,205121,SH,202111,5272
2637,5272848637104202111,SPLUNK INC,COM,848637104,1952,13486,SH,202111,5272
2638,527284920Y106202111,SPORTSMAN S WAREHOUSE HOLDIN,COM,84920Y106,419,23827,SH,202111,5272
2639,5272L8681T102202111,SPOTIFY TECHNOLOGY SA,COM,L8681T102,605,2684,SH,202111,5272
2640,527285205L107202111,SPRINGWORKS THERAPEUTICS INC,COM,85205L107,1014,15980,SH,202111,5272
2641,527285209W109202111,SPROUT SOCIAL INC CLASS A,CL A,85209W109,2986,24488,SH,202111,5272
2642,527285208M102202111,SPROUTS FARMERS MARKET INC,COM,85208M102,5983,258208,SH,202111,5272
2643,527285209E109202111,SPRUCE BIOSCIENCES INC,COM,85209E109,29,4753,SH,202111,5272
2644,527278463M107202111,SPS COMMERCE INC,COM,78463M107,3650,22626,SH,202111,5272
2645,5272784635104202111,SPX CORP,COM,784635104,1478,27644,SH,202111,5272
2646,527278469X107202111,SPX FLOW INC,COM,78469X107,1907,26093,SH,202111,5272
2647,527278472W104202111,SQZ BIOTECHNOLOGIES,COM,78472W104,36298,2517173,SH,202111,5272
2648,527278472W104202111,SQZ BIOTECHNOLOGIES CO,COM,78472W104,180,12460,SH,202111,5272
2649,527278467J100202111,SSandC TECHNOLOGIES HOLDINGS,COM,78467J100,173,2497,SH,202111,5272
2650,5272790148100202111,ST JOE CO/THE,COM,790148100,879,20887,SH,202111,5272
2651,5272852312305202111,STAAR SURGICAL CO,COM,852312305,13767,107110,SH,202111,5272
2652,527285254J102202111,STAG INDUSTRIAL INC,COM,85254J102,3509,89393,SH,202111,5272
2653,527285256A109202111,STAGWELL INC,CL A,85256A109,259,33755,SH,202111,5272
2654,5272852857200202111,STAMPS.COM INC,COM,852857200,3697,11211,SH,202111,5272
2655,5272853666105202111,STANDARD MOTOR PRODS,COM,853666105,568,12997,SH,202111,5272
2656,5272854231107202111,STANDEX INTERNATIONAL CORP,COM,854231107,751,7596,SH,202111,5272
2657,5272854502101202111,STANLEY BLACK and DECKER INC,COM,854502101,9190,52422,SH,202111,5272
2658,5272855244109202111,STARBUCKS CORP,COM,855244109,52963,480129,SH,202111,5272
2659,527285569C107202111,STARTEK INC,COM,85569C107,51,9213,SH,202111,5272
2660,527285571B105202111,STARWOOD PROPERTY TRUST INC,COM,85571B105,75,3055,SH,202111,5272
2661,5272855707105202111,STATE AUTO FINANCIAL CORP,COM,855707105,492,9666,SH,202111,5272
2662,5272857477103202111,STATE STREET CORP,COM,857477103,11374,134257,SH,202111,5272
2663,5272858119100202111,STEEL DYNAMICS INC,COM,858119100,19548,334262,SH,202111,5272
2664,5272858155203202111,STEELCASE INC CL A,CL A,858155203,615,48525,SH,202111,5272
2665,527285859N102202111,STEM INC,COM,85859N102,634,26534,SH,202111,5272
2666,5272858586100202111,STEPAN CO,COM,858586100,1526,13513,SH,202111,5272
2667,527285914M107202111,STEPSTONE GROUP INC CLASS A,CL A,85914M107,944,22137,SH,202111,5272
2668,527285916J409202111,STEREOTAXIS INC,COM,85916J409,146,27164,SH,202111,5272
2669,5272858912108202111,STERICYCLE INC,COM,858912108,10752,158189,SH,202111,5272
2670,5272G8473T100202111,STERIS PLC,COM,G8473T100,6961,34076,SH,202111,5272
2671,527285917A100202111,STERLING BANCORP/DE,COM,85917A100,8286,331975,SH,202111,5272
2672,5272859241101202111,STERLING CONSTRUCTION CO,COM,859241101,345,15228,SH,202111,5272
2673,5272556269108202111,STEVEN MADDEN LTD,COM,556269108,2052,51086,SH,202111,5272
2674,5272860372101202111,STEWART INFORMATION SERVICES,COM,860372101,1061,16767,SH,202111,5272
2675,5272860630102202111,STIFEL FINANCIAL CORP,COM,860630102,12263,180438,SH,202111,5272
2676,5272860897107202111,STITCH FIX INC CLASS A,COM,860897107,1292,32343,SH,202111,5272
2677,5272861025104202111,STOCK YARDS BANCORP INC,COM,861025104,773,13186,SH,202111,5272
2678,527286150R107202111,STOKE THERAPEUTICS INC,COM,86150R107,266,10448,SH,202111,5272
2679,5272G85158106202111,STONECO LTD A,CL A,G85158106,146,4213,SH,202111,5272
2680,527286184W106202111,STONEMOR INC,COM,86184W106,43,17609,SH,202111,5272
2681,527286183P102202111,STONERIDGE INC,COM,86183P102,291,14280,SH,202111,5272
2682,5272861896108202111,STONEX GROUP INC,COM,861896108,695,10540,SH,202111,5272
2683,5272862121100202111,STORE CAPITAL CORP,COM,862121100,13488,421114,SH,202111,5272
2684,527286272C103202111,STRATEGIC EDUCATION INC,COM,86272C103,1069,15164,SH,202111,5272
2685,527286333M108202111,STRIDE INC,COM,86333M108,793,22052,SH,202111,5272
2686,5272863667101202111,STRYKER CORP,COM,863667101,30981,117477,SH,202111,5272
2687,5272864159108202111,STURM RUGER and CO INC,COM,864159108,798,10815,SH,202111,5272
2688,527286606G101202111,SUMMIT FINANCIAL GROUP INC,COM,86606G101,153,6224,SH,202111,5272
2689,5272866082100202111,SUMMIT HOTEL PROPERTIES INC,COM,866082100,629,65331,SH,202111,5272
2690,527286614U100202111,SUMMIT MATERIALS INC CL A,CL A,86614U100,2078,65004,SH,202111,5272
2691,527286627T108202111,SUMMIT THERAPEUTICS INC,COM,86627T108,72,14426,SH,202111,5272
2692,527286646P103202111,SUMO LOGIC INC,COM,86646P103,757,46958,SH,202111,5272
2693,5272866674104202111,SUN COMMUNITIES INC,COM,866674104,236,1276,SH,202111,5272
2694,5272866683105202111,SUN COUNTRY AIRLINES HOLDING,COM,866683105,318,9491,SH,202111,5272
2695,527286722A103202111,SUNCOKE ENERGY INC,COM,86722A103,328,52172,SH,202111,5272
2696,527286745K104202111,SUNNOVA ENERGY INTERNATIONAL,COM,86745K104,1552,47108,SH,202111,5272
2697,5272867652406202111,SUNPOWER CORP,COM,867652406,993,43782,SH,202111,5272
2698,527286771W105202111,SUNRUN INC,COM,86771W105,15602,354591,SH,202111,5272
2699,5272867892101202111,SUNSTONE HOTEL INVESTORS INC,COM,867892101,1423,119191,SH,202111,5272
2700,527286800U104202111,SUPER MICRO COMPUTER INC,COM,86800U104,864,23629,SH,202111,5272
2701,5272868358102202111,SUPERIOR GROUP OF COS INC,COM,868358102,150,6427,SH,202111,5272
2702,5272868459108202111,SUPERNUS PHARMACEUTICALS INC,COM,868459108,831,31151,SH,202111,5272
2703,527286877M209202111,SURFACE ONCOLOGY INC,COM,86877M209,144,19060,SH,202111,5272
2704,527286881A100202111,SURGERY PARTNERS INC,COM,86881A100,735,17349,SH,202111,5272
2705,5272868873100202111,SURMODICS INC,COM,868873100,473,8516,SH,202111,5272
2706,5272869367102202111,SUTRO BIOPHARMA INC,COM,869367102,448,23732,SH,202111,5272
2707,527278486Q101202111,SVB FINANCIAL GROUP,COM,78486Q101,11548,17852,SH,202111,5272
2708,527287105L104202111,SWITCH INC A,COM,87105L104,57,2251,SH,202111,5272
2709,527287157D109202111,SYNAPTICS INC,COM,87157D109,14298,79552,SH,202111,5272
2710,527287165B103202111,SYNCHRONY FINANCIAL,COM,87165B103,8359,171017,SH,202111,5272
2711,527287164F105202111,SYNDAX PHARMACEUTICALS INC,COM,87164F105,470,24610,SH,202111,5272
2712,527287166B102202111,SYNEOS HEALTH INC,COM,87166B102,15599,178313,SH,202111,5272
2713,527287162W100202111,SYNNEX CORP,COM,87162W100,7449,71557,SH,202111,5272
2714,5272871607107202111,SYNOPSYS INC,COM,871607107,21954,73324,SH,202111,5272
2715,527287161C501202111,SYNOVUS FINANCIAL CORP,COM,87161C501,11073,252291,SH,202111,5272
2716,527287184Q107202111,SYROS PHARMACEUTICALS INC,COM,87184Q107,141,31509,SH,202111,5272
2717,5272871829107202111,SYSCO CORP,COM,871829107,11545,147072,SH,202111,5272
2718,5272872590104202111,T MOBILE US INC,COM,872590104,31845,249260,SH,202111,5272
2719,527274144T108202111,T ROWE PRICE GROUP INC,COM,74144T108,16212,82422,SH,202111,5272
2720,5272873379101202111,TABULA RASA HEALTHCARE INC,COM,873379101,371,14145,SH,202111,5272
2721,527287357P100202111,TACTILE SYSTEMS TECHNOLOGY I,COM,87357P100,537,12081,SH,202111,5272
2722,5272874054109202111,TAKE TWO INTERACTIVE SOFTWRE,COM,874054109,6786,44042,SH,202111,5272
2723,5272874080104202111,TAL EDUCATION GROUP ADR,ADR,874080104,26,5319,SH,202111,5272
2724,527287410C104202111,TALARIS THERAPEUTICS INC,COM,87410C104,68,5028,SH,202111,5272
2725,527287424L108202111,TALIS BIOMEDICAL CORP,COM,87424L108,49,7907,SH,202111,5272
2726,527287484T108202111,TALOS ENERGY INC,COM,87484T108,323,23467,SH,202111,5272
2727,5272875372203202111,TANDEM DIABETES CARE INC,COM,875372203,13014,109016,SH,202111,5272
2728,5272875465106202111,TANGER FACTORY OUTLET CENTER,COM,875465106,1049,64344,SH,202111,5272
2729,5272876030107202111,TAPESTRY INC,COM,876030107,3092,83513,SH,202111,5272
2730,527287612G101202111,TARGA RESOURCES CORP,COM,87612G101,19377,393759,SH,202111,5272
2731,527287612E106202111,TARGET CORP,COM,87612E106,37634,164507,SH,202111,5272
2732,527287615L107202111,TARGET HOSPITALITY CORP,COM,87615L107,51,13649,SH,202111,5272
2733,527287650L103202111,TARSUS PHARMACEUTICALS INC,COM,87650L103,99,4614,SH,202111,5272
2734,527287663X102202111,TATTOOED CHEF INC,CL A,87663X102,477,25856,SH,202111,5272
2735,527287724P106202111,TAYLOR MORRISON HOME CORP,COM,87724P106,7248,281160,SH,202111,5272
2736,5272877619106202111,TAYSHA GENE THERAPIES INC,COM,877619106,227,12184,SH,202111,5272
2737,527287808K106202111,TCR2 THERAPEUTICS INC,COM,87808K106,142,16695,SH,202111,5272
2738,5272H84989104202111,TE CONNECTIVITY LTD,COM,H84989104,13893,101248,SH,202111,5272
2739,5272878155100202111,TEAM INC,COM,878155100,43,14425,SH,202111,5272
2740,527287874R100202111,TECHTARGET,COM,87874R100,1319,16001,SH,202111,5272
2741,5272Y8564W103202111,TEEKAY CORP,COM,Y8564W103,139,38014,SH,202111,5272
2742,5272Y8565N300202111,TEEKAY TANKERS LTD CLASS A,CL A,Y8565N300,190,13053,SH,202111,5272
2743,527287901J105202111,TEGNA INC,COM,87901J105,9848,499372,SH,202111,5272
2744,5272879080109202111,TEJON RANCH CO,COM,879080109,203,11407,SH,202111,5272
2745,527287918A105202111,TELADOC HEALTH INC,COM,87918A105,213,1683,SH,202111,5272
2746,5272879360105202111,TELEDYNE TECHNOLOGIES INC,COM,879360105,6035,14049,SH,202111,5272
2747,5272879369106202111,TELEFLEX INC,COM,879369106,6208,16486,SH,202111,5272
2748,5272879433829202111,TELEPHONE AND DATA SYSTEMS,COM,879433829,4377,224454,SH,202111,5272
2749,527287968A104202111,TELLURIAN INC,COM,87968A104,771,197145,SH,202111,5272
2750,527287969B101202111,TELOS CORPORATION,COM,87969B101,621,21853,SH,202111,5272
2751,527288023U101202111,TEMPUR SEALY INTERNATIONAL I,COM,88023U101,15770,339797,SH,202111,5272
2752,527288025T102202111,TENABLE HOLDINGS INC,COM,88025T102,2292,49667,SH,202111,5272
2753,527287990A106202111,TENAYA THERAPEUTICS INC,COM,87990A106,157,7623,SH,202111,5272
2754,527288034P109202111,TENCENT MUSIC ENTERTAINM ADR,ADR,88034P109,65,8901,SH,202111,5272
2755,527288033G407202111,TENET HEALTHCARE CORP,COM,88033G407,16033,241316,SH,202111,5272
2756,5272880345103202111,TENNANT CO,COM,880345103,858,11604,SH,202111,5272
2757,5272880349105202111,TENNECO INC CLASS A,COM,880349105,531,37241,SH,202111,5272
2758,527288076W103202111,TERADATA CORP,COM,88076W103,10821,188681,SH,202111,5272
2759,5272880770102202111,TERADYNE INC,COM,880770102,5644,51696,SH,202111,5272
2760,5272880779103202111,TEREX CORP,COM,880779103,6605,156893,SH,202111,5272
2761,527288087E100202111,TERMINIX GLOBAL HOLDINGS INC,COM,88087E100,58,1390,SH,202111,5272
2762,5272880881107202111,TERNS PHARMACEUTICALS INC,COM,880881107,78,7507,SH,202111,5272
2763,527288146M101202111,TERRENO REALTY CORP,COM,88146M101,2406,38055,SH,202111,5272
2764,527288160R101202111,TESLA INC,COM,88160R101,224304,289245,SH,202111,5272
2765,527288162G103202111,TETRA TECH INC,COM,88162G103,18225,122040,SH,202111,5272
2766,527288162F105202111,TETRA TECHNOLOGIES INC,COM,88162F105,210,67172,SH,202111,5272
2767,5272881624209202111,TEVA PHARMACEUTICAL SP ADR,ADR,881624209,1522,156222,SH,202111,5272
2768,527288224Q107202111,TEXAS CAPITAL BANCSHARES INC,COM,88224Q107,6863,114340,SH,202111,5272
2769,5272882508104202111,TEXAS INSTRUMENTS INC,COM,882508104,72560,377503,SH,202111,5272
2770,527288262P102202111,TEXAS PACIFIC LAND CORP,COM,88262P102,140,116,SH,202111,5272
2771,5272882681109202111,TEXAS ROADHOUSE INC,COM,882681109,14412,157806,SH,202111,5272
2772,5272G8766E109202111,TEXTAINER GROUP HOLDINGS LTD,COM,G8766E109,916,26236,SH,202111,5272
2773,5272883203101202111,TEXTRON INC,COM,883203101,4674,66951,SH,202111,5272
2774,527287240R107202111,TFS FINANCIAL CORP,COM,87240R107,10,548,SH,202111,5272
2775,527288322Q108202111,TG THERAPEUTICS INC,COM,88322Q108,2335,70161,SH,202111,5272
2776,527288338N107202111,THERAPEUTICSMD INC,COM,88338N107,158,213395,SH,202111,5272
2777,5272G8807B106202111,THERAVANCE BIOPHARMA INC,COM,G8807B106,243,32840,SH,202111,5272
2778,5272883556102202111,THERMO FISHER SCIENTIFIC INC,COM,883556102,77963,136459,SH,202111,5272
2779,527288362T103202111,THERMON GROUP HOLDINGS INC,COM,88362T103,312,18040,SH,202111,5272
2780,5272885160101202111,THOR INDUSTRIES INC,COM,885160101,11725,95513,SH,202111,5272
2781,5272886029206202111,THRYV HOLDINGS INC,COM,886029206,126,4193,SH,202111,5272
2782,527288642R109202111,TIDEWATER INC,COM,88642R109,271,22461,SH,202111,5272
2783,527288642R109202111,TIDEWATER INC NEW,COM,88642R109,28235,2341223,SH,202111,5272
2784,5272886885102202111,TILLY S INC CLASS A SHRS,COM,886885102,174,12406,SH,202111,5272
2785,5272887389104202111,TIMKEN CO,COM,887389104,7815,119457,SH,202111,5272
2786,5272887399103202111,TIMKENSTEEL CORP,COM,887399103,372,28438,SH,202111,5272
2787,527288822Q103202111,TIPTREE INC,COM,88822Q103,127,12674,SH,202111,5272
2788,527288830M102202111,TITAN INTERNATIONAL INC,COM,88830M102,230,32064,SH,202111,5272
2789,527288830R101202111,TITAN MACHINERY INC,COM,88830R101,275,10605,SH,202111,5272
2790,527288870R102202111,TIVITY HEALTH INC,COM,88870R102,637,27635,SH,202111,5272
2791,5272872540109202111,TJX COMPANIES INC,COM,872540109,25803,391073,SH,202111,5272
2792,5272889478103202111,TOLL BROTHERS INC,COM,889478103,11062,200080,SH,202111,5272
2793,5272890110109202111,TOMPKINS FINANCIAL CORP,COM,890110109,703,8690,SH,202111,5272
2794,5272890260706202111,TONIX PHARMACEUTICALS HOLDIN,COM,890260706,119,197353,SH,202111,5272
2795,5272890516107202111,TOOTSIE ROLL INDS,COM,890516107,1169,38403,SH,202111,5272
2796,527289055F103202111,TOPBUILD CORP,COM,89055F103,11665,56954,SH,202111,5272
2797,5272891092108202111,TORO CO,COM,891092108,18046,185254,SH,202111,5272
2798,527289142B107202111,TORRID HOLDINGS INC,COM,89142B107,108,6988,SH,202111,5272
2799,527289214P109202111,TOWNE BANK,COM,89214P109,1144,36766,SH,202111,5272
2800,527287266M107202111,TPG RE FINANCE TRUST INC,COM,87266M107,407,32868,SH,202111,5272
2801,527287266J104202111,TPI COMPOSITES INC,COM,87266J104,669,19837,SH,202111,5272
2802,5272892356106202111,TRACTOR SUPPLY COMPANY,COM,892356106,7258,35824,SH,202111,5272
2803,527288339J105202111,TRADE DESK INC/THE CLASS A,COM,88339J105,592,8417,SH,202111,5272
2804,5272892672106202111,TRADEWEB MARKETS INC CLASS A,CL A,892672106,94,1169,SH,202111,5272
2805,527289269P103202111,TRAEGER INC,COM,89269P103,258,12347,SH,202111,5272
2806,5272G8994E103202111,TRANE TECHNOLOGIES PLC,PLC SHS,G8994E103,13344,77289,SH,202111,5272
2807,5272893529107202111,TRANSCAT INC,COM,893529107,250,3871,SH,202111,5272
2808,5272893641100202111,TRANSDIGM GROUP INC,COM,893641100,9959,15946,SH,202111,5272
2809,527289377M109202111,TRANSMEDICS GROUP INC,COM,89377M109,469,14187,SH,202111,5272
2810,527289400J107202111,TRANSUNION,COM,89400J107,364,3243,SH,202111,5272
2811,5272894164102202111,TRAVEL LEISURE CO,COM,894164102,8130,149085,SH,202111,5272
2812,527289421B109202111,TRAVELCENTERS OF AMERICA INC,COM,89421B109,340,6834,SH,202111,5272
2813,527289417E109202111,TRAVELERS COS INC/THE,COM,89417E109,13853,91134,SH,202111,5272
2814,527289422G107202111,TRAVERE THERAPEUTICS INC,COM,89422G107,774,31907,SH,202111,5272
2815,527289455T109202111,TREACE MEDICAL CONCEPTS INC,COM,89455T109,166,6171,SH,202111,5272
2816,527289457R101202111,TREAN INSURANCE GROUP INC,COM,89457R101,100,9657,SH,202111,5272
2817,5272894650100202111,TREDEGAR CORP,COM,894650100,200,16402,SH,202111,5272
2818,527289469A104202111,TREEHOUSE FOODS INC,COM,89469A104,1313,32935,SH,202111,5272
2819,527289532E109202111,TREVENA INC,COM,89532E109,110,89507,SH,202111,5272
2820,527289531P105202111,TREX COMPANY INC,COM,89531P105,20349,199639,SH,202111,5272
2821,527287265H109202111,TRI POINTE HOMES INC,COM,87265H109,5393,256564,SH,202111,5272
2822,5272896095106202111,TRICO BANCSHARES,COM,896095106,655,15088,SH,202111,5272
2823,527289620X506202111,TRILLIUM THERAPEUTICS INC,COM,89620X506,955,54410,SH,202111,5272
2824,5272896215209202111,TRIMAS CORP,COM,896215209,766,23658,SH,202111,5272
2825,5272896239100202111,TRIMBLE INC,COM,896239100,6305,76658,SH,202111,5272
2826,5272896288107202111,TRINET GROUP INC,COM,896288107,2099,22190,SH,202111,5272
2827,5272896522109202111,TRINITY INDUSTRIES INC,COM,896522109,5050,185871,SH,202111,5272
2828,5272L9340P101202111,TRINSEO SA,COM,L9340P101,1318,24422,SH,202111,5272
2829,527289677Q107202111,TRIP.COM GROUP LTD ADR,ADS,89677Q107,1218,39607,SH,202111,5272
2830,5272896945201202111,TRIPADVISOR INC,COM,896945201,5756,170046,SH,202111,5272
2831,5272896749108202111,TRIPLE S MANAGEMENT CORP,COM,896749108,440,12450,SH,202111,5272
2832,527289678F100202111,TRISTATE CAPITAL HLDGS INC,COM,89678F100,335,15840,SH,202111,5272
2833,5272G9078F107202111,TRITON INTERNATIONAL LTD,COM,G9078F107,1901,36539,SH,202111,5272
2834,527289679E300202111,TRIUMPH BANCORP INC,COM,89679E300,1480,14777,SH,202111,5272
2835,5272896818101202111,TRIUMPH GROUP INC,COM,896818101,746,40056,SH,202111,5272
2836,5272G9087Q102202111,TRONOX HOLDINGS PLC A,COM,G9087Q102,1547,62740,SH,202111,5272
2837,527289785X101202111,TRUEBLUE INC,COM,89785X101,595,21988,SH,202111,5272
2838,527289785L107202111,TRUECAR INC,COM,89785L107,217,52179,SH,202111,5272
2839,527289832Q109202111,TRUIST FINANCIAL CORP,COM,89832Q109,27954,476627,SH,202111,5272
2840,5272898202106202111,TRUPANION INC,COM,898202106,1837,23647,SH,202111,5272
